Gene_id	Description	Length	e-Value	GO
NGJCOJPH_01225	diaminopimelate decarboxylase	417	9.44389E-133	F:GO:0003824 F:catalytic activity; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0008836 F:diaminopimelate decarboxylase activity; P:GO:0009085 P:lysine biosynthetic process; P:GO:0009089 P:lysine biosynthetic process via diaminopimelate; F:GO:0016829 F:lyase activity; F:GO:0016831 F:carboxy-lyase activity; F:GO:0030170 F:pyridoxal phosphate binding; P:GO:1901564 P:organonitrogen compound metabolic process
NGJCOJPH_01391	diaminopimelate decarboxylase	413	0.0	F:GO:0003824 F:catalytic activity; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0008836 F:diaminopimelate decarboxylase activity; P:GO:0009085 P:lysine biosynthetic process; P:GO:0009089 P:lysine biosynthetic process via diaminopimelate; F:GO:0016829 F:lyase activity; F:GO:0016831 F:carboxy-lyase activity; F:GO:0030170 F:pyridoxal phosphate binding; P:GO:1901564 P:organonitrogen compound metabolic process
NGJCOJPH_00098	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	250	1.54984E-154	F:GO:0003824 F:catalytic activity; P:GO:0008299 P:isoprenoid biosynthetic process; P:GO:0016114 P:terpenoid biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; P:GO:0019288 P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; F:GO:0050518 F:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity; F:GO:0070567 F:cytidylyltransferase activity
NGJCOJPH_00034	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	349	0.0	F:GO:0003824 F:catalytic activity; P:GO:0008152 P:metabolic process; F:GO:0008270 F:zinc ion binding; F:GO:0008703 F:5-amino-6-(5-phosphoribosylamino)uracil reductase activity; F:GO:0008835 F:diaminohydroxyphosphoribosylaminopyrimidine deaminase activity; P:GO:0009231 P:riboflavin biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding; F:GO:0050661 F:NADP binding; P:GO:0071704 P:organic substance metabolic process
NGJCOJPH_00678	[protein-PII] uridylyltransferase	839	0.0	F:GO:0003824 F:catalytic activity; P:GO:0006807 P:nitrogen compound metabolic process; P:GO:0006808 P:regulation of nitrogen utilization; F:GO:0008081 F:phosphoric diester hydrolase activity; P:GO:0008152 P:metabolic process; F:GO:0008773 F:[protein-PII] uridylyltransferase activity; F:GO:0008893 F:guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; F:GO:0016787 F:hydrolase activity
NGJCOJPH_00228	alanine racemase	349	0.0	F:GO:0003824 F:catalytic activity; P:GO:0006522 P:alanine metabolic process; F:GO:0008784 F:alanine racemase activity; F:GO:0016853 F:isomerase activity; F:GO:0030170 F:pyridoxal phosphate binding; P:GO:0030632 P:D-alanine biosynthetic process
NGJCOJPH_00075	DUF3683 domain-containing protein	1226	0.0	F:GO:0003824 F:catalytic activity; F:GO:0046872 F:metal ion binding; F:GO:0050660 F:flavin adenine dinucleotide binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0071949 F:FAD binding
NGJCOJPH_00799	KamA family radical SAM protein	314	0.0	F:GO:0003824 F:catalytic activity; F:GO:0016853 F:isomerase activity; F:GO:0046872 F:metal ion binding; F:GO:0050066 F:lysine 2,3-aminomutase activity; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding
NGJCOJPH_00367	histidine triad nucleotide-binding protein	112	9.12605E-72	F:GO:0003824 F:catalytic activity; F:GO:0016787 F:hydrolase activity
NGJCOJPH_00422	HIT family protein	130	1.4363E-90	F:GO:0003824 F:catalytic activity; F:GO:0016787 F:hydrolase activity
NGJCOJPH_01159	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	118	4.58043E-77	F:GO:0003824 F:catalytic activity; F:GO:0016787 F:hydrolase activity
NGJCOJPH_00819	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	476	0.0	F:GO:0003824 F:catalytic activity; F:GO:0016491 F:oxidoreductase activity; F:GO:0019154 F:glycolate dehydrogenase activity; F:GO:0050660 F:flavin adenine dinucleotide binding; F:GO:0071949 F:FAD binding
NGJCOJPH_01461	carbohydrate kinase family protein	313	0.0	F:GO:0003824 F:catalytic activity; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0016772 F:transferase activity, transferring phosphorus-containing groups; F:GO:0016773 F:phosphotransferase activity, alcohol group as acceptor
NGJCOJPH_01034	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	250	1.82533E-160	F:GO:0003824 F:catalytic activity; F:GO:0008902 F:hydroxymethylpyrimidine kinase activity; F:GO:0008972 F:phosphomethylpyrimidine kinase activity; P:GO:0009228 P:thiamine biosynthetic process; P:GO:0009229 P:thiamine diphosphate biosynthetic process; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity
NGJCOJPH_00812	isocitrate lyase/phosphoenolpyruvate mutase family protein	262	0.0	F:GO:0003824 F:catalytic activity; F:GO:0008807 F:carboxyvinyl-carboxyphosphonate phosphorylmutase activity; F:GO:0016740 F:transferase activity; F:GO:0016829 F:lyase activity; F:GO:0016833 F:oxo-acid-lyase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01518	isocitrate lyase/phosphoenolpyruvate mutase family protein	82	1.15974E-47	F:GO:0003824 F:catalytic activity; F:GO:0008807 F:carboxyvinyl-carboxyphosphonate phosphorylmutase activity; F:GO:0016740 F:transferase activity; F:GO:0016829 F:lyase activity; F:GO:0016833 F:oxo-acid-lyase activity
NGJCOJPH_01538	8-amino-7-oxononanoate synthase	369	0.0	F:GO:0003824 F:catalytic activity; F:GO:0008710 F:8-amino-7-oxononanoate synthase activity; P:GO:0009058 P:biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016746 F:transferase activity, transferring acyl groups; F:GO:0030170 F:pyridoxal phosphate binding
NGJCOJPH_00270	pyridoxal phosphate-dependent aminotransferase	392	0.0	F:GO:0003824 F:catalytic activity; F:GO:0008483 F:transaminase activity; P:GO:0009058 P:biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0030170 F:pyridoxal phosphate binding; P:GO:1901605 P:alpha-amino acid metabolic process
NGJCOJPH_00685	D-amino-acid transaminase	277	0.0	F:GO:0003824 F:catalytic activity; F:GO:0008483 F:transaminase activity; F:GO:0016740 F:transferase activity; F:GO:0030170 F:pyridoxal phosphate binding; P:GO:0046416 P:D-amino acid metabolic process; F:GO:0047810 F:D-alanine:2-oxoglutarate aminotransferase activity
NGJCOJPH_01317	aminotransferase class V-fold PLP-dependent enzyme	395	0.0	F:GO:0003824 F:catalytic activity; F:GO:0008483 F:transaminase activity; F:GO:0016740 F:transferase activity
NGJCOJPH_01280	transketolase	661	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004802 F:transketolase activity; F:GO:0016740 F:transferase activity; F:GO:0016744 F:transferase activity, transferring aldehyde or ketonic groups; F:GO:0046872 F:metal ion binding
NGJCOJPH_00878	thymidylate synthase	264	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004799 F:thymidylate synthase activity; C:GO:0005737 C:cytoplasm; P:GO:0006231 P:dTMP biosynthetic process; P:GO:0006235 P:dTTP biosynthetic process; F:GO:0008168 F:methyltransferase activity; P:GO:0009165 P:nucleotide biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016741 F:transferase activity, transferring one-carbon groups; P:GO:0032259 P:methylation
NGJCOJPH_00822	alanine--glyoxylate aminotransferase family protein	371	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004760 F:serine-pyruvate transaminase activity; F:GO:0008453 F:alanine-glyoxylate transaminase activity; F:GO:0008483 F:transaminase activity; F:GO:0016740 F:transferase activity
NGJCOJPH_00635	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	883	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004739 F:pyruvate dehydrogenase (acetyl-transferring) activity; P:GO:0006096 P:glycolytic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01096	UbiX family flavin prenyltransferase	199	8.7279E-134	F:GO:0003824 F:catalytic activity; F:GO:0004659 F:prenyltransferase activity; F:GO:0016740 F:transferase activity; F:GO:0016829 F:lyase activity
NGJCOJPH_00896	3-phosphoserine/phosphohydroxythreonine transaminase	359	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004648 F:O-phospho-L-serine:2-oxoglutarate aminotransferase activity; C:GO:0005737 C:cytoplasm; P:GO:0006564 P:L-serine biosynthetic process; F:GO:0008483 F:transaminase activity; P:GO:0008615 P:pyridoxine biosynthetic process; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0030170 F:pyridoxal phosphate binding
NGJCOJPH_01536	5-(carboxyamino)imidazole ribonucleotide mutase	163	7.98276E-105	F:GO:0003824 F:catalytic activity; F:GO:0004638 F:phosphoribosylaminoimidazole carboxylase activity; P:GO:0006164 P:purine nucleotide biosynthetic process; P:GO:0006189 P:'de novo' IMP biosynthetic process; F:GO:0016829 F:lyase activity; F:GO:0016853 F:isomerase activity; F:GO:0034023 F:5-(carboxyamino)imidazole ribonucleotide mutase activity; F:GO:0043727 F:5-amino-4-imidazole carboxylate lyase activity
NGJCOJPH_00033	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	397	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004632 F:phosphopantothenate--cysteine ligase activity; F:GO:0004633 F:phosphopantothenoylcysteine decarboxylase activity; P:GO:0008152 P:metabolic process; F:GO:0010181 F:FMN binding; P:GO:0015937 P:coenzyme A biosynthetic process; P:GO:0015941 P:pantothenate catabolic process; F:GO:0016829 F:lyase activity; F:GO:0016831 F:carboxy-lyase activity; F:GO:0016874 F:ligase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01337	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	512	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004619 F:phosphoglycerate mutase activity; C:GO:0005737 C:cytoplasm; P:GO:0006007 P:glucose catabolic process; P:GO:0006096 P:glycolytic process; F:GO:0016853 F:isomerase activity; F:GO:0030145 F:manganese ion binding; F:GO:0046537 F:2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00059	methionyl-tRNA formyltransferase	320	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004479 F:methionyl-tRNA formyltransferase activity; P:GO:0006412 P:translation; P:GO:0006413 P:translational initiation; P:GO:0009058 P:biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016742 F:hydroxymethyl-, formyl- and related transferase activity; P:GO:0019988 P:charged-tRNA amino acid modification; P:GO:0071951 P:conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
NGJCOJPH_00368	aminomethyl-transferring glycine dehydrogenase	936	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004375 F:glycine dehydrogenase (decarboxylating) activity; P:GO:0006544 P:glycine metabolic process; P:GO:0006546 P:glycine catabolic process; F:GO:0016491 F:oxidoreductase activity; P:GO:0019464 P:glycine decarboxylation via glycine cleavage system
NGJCOJPH_00905	Serine hydroxymethyltransferase	417	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004372 F:glycine hydroxymethyltransferase activity; C:GO:0005737 C:cytoplasm; P:GO:0006545 P:glycine biosynthetic process; P:GO:0006730 P:one-carbon metabolic process; F:GO:0008168 F:methyltransferase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016740 F:transferase activity; P:GO:0019264 P:glycine biosynthetic process from serine; F:GO:0030170 F:pyridoxal phosphate binding; P:GO:0032259 P:methylation; P:GO:0035999 P:tetrahydrofolate interconversion
NGJCOJPH_00471	uroporphyrinogen-III C-methyltransferase	466	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004325 F:ferrochelatase activity; F:GO:0004851 F:uroporphyrin-III C-methyltransferase activity; P:GO:0006779 P:porphyrin-containing compound biosynthetic process; P:GO:0008152 P:metabolic process; F:GO:0008168 F:methyltransferase activity; P:GO:0009236 P:cobalamin biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0016740 F:transferase activity; F:GO:0016829 F:lyase activity; P:GO:0019354 P:siroheme biosynthetic process; P:GO:0032259 P:methylation; F:GO:0043115 F:precorrin-2 dehydrogenase activity; F:GO:0051266 F:sirohydrochlorin ferrochelatase activity; F:GO:0051287 F:NAD binding
NGJCOJPH_00668	ketoacyl-ACP synthase III	314	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004315 F:3-oxoacyl-[acyl-carrier-protein] synthase activity; C:GO:0005737 C:cytoplasm; P:GO:0006629 P:lipid metabolic process; P:GO:0006631 P:fatty acid metabolic process; P:GO:0006633 P:fatty acid biosynthetic process; P:GO:0008152 P:metabolic process; F:GO:0016740 F:transferase activity; F:GO:0016746 F:transferase activity, transferring acyl groups; F:GO:0033818 F:beta-ketoacyl-acyl-carrier-protein synthase III activity
NGJCOJPH_01037	dihydroneopterin aldolase	117	1.36384E-71	F:GO:0003824 F:catalytic activity; F:GO:0004150 F:dihydroneopterin aldolase activity; P:GO:0006760 P:folic acid-containing compound metabolic process; F:GO:0016829 F:lyase activity; P:GO:0046654 P:tetrahydrofolate biosynthetic process; P:GO:0046656 P:folic acid biosynthetic process
NGJCOJPH_00826	dCMP deaminase family protein	149	4.27376E-103	F:GO:0003824 F:catalytic activity; F:GO:0004132 F:dCMP deaminase activity; P:GO:0006220 P:pyrimidine nucleotide metabolic process; F:GO:0008270 F:zinc ion binding; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01206	oxygen-independent coproporphyrinogen III oxidase	453	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004109 F:coproporphyrinogen oxidase activity; C:GO:0005737 C:cytoplasm; P:GO:0006779 P:porphyrin-containing compound biosynthetic process; P:GO:0006782 P:protoporphyrinogen IX biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding; F:GO:0051989 F:coproporphyrinogen dehydrogenase activity
NGJCOJPH_00521	radical SAM family heme chaperone HemW	353	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004109 F:coproporphyrinogen oxidase activity; C:GO:0005737 C:cytoplasm; P:GO:0006779 P:porphyrin-containing compound biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding
NGJCOJPH_00894	prephenate dehydratase	359	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004106 F:chorismate mutase activity; F:GO:0004664 F:prephenate dehydratase activity; C:GO:0005737 C:cytoplasm; P:GO:0008152 P:metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; P:GO:0009094 P:L-phenylalanine biosynthetic process; F:GO:0016829 F:lyase activity; F:GO:0016836 F:hydro-lyase activity; F:GO:0016853 F:isomerase activity; P:GO:0019752 P:carboxylic acid metabolic process; P:GO:0046417 P:chorismate metabolic process
NGJCOJPH_00305	branched-chain amino acid transaminase	310	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004084 F:branched-chain-amino-acid transaminase activity; F:GO:0008483 F:transaminase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009081 P:branched-chain amino acid metabolic process; P:GO:0009082 P:branched-chain amino acid biosynthetic process; P:GO:0009097 P:isoleucine biosynthetic process; P:GO:0009098 P:leucine biosynthetic process; P:GO:0009099 P:valine biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0050048 F:L-leucine:2-oxoglutarate aminotransferase activity; F:GO:0052654 F:L-leucine transaminase activity; F:GO:0052655 F:L-valine transaminase activity; F:GO:0052656 F:L-isoleucine transaminase activity
NGJCOJPH_00650	biotin synthase BioB	322	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004076 F:biotin synthase activity; F:GO:0005506 F:iron ion binding; P:GO:0009102 P:biotin biosynthetic process; F:GO:0016740 F:transferase activity; P:GO:0018130 P:heterocycle biosynthetic process; P:GO:0042364 P:water-soluble vitamin biosynthetic process; P:GO:0044271 P:cellular nitrogen compound biosynthetic process; P:GO:0044272 P:sulfur compound biosynthetic process; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051537 F:2 iron, 2 sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding; P:GO:1901362 P:organic cyclic compound biosynthetic process; P:GO:1901566 P:organonitrogen compound biosynthetic process
NGJCOJPH_00204	pyridoxal-dependent decarboxylase	461	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004058 F:aromatic-L-amino-acid decarboxylase activity; F:GO:0004782 F:sulfinoalanine decarboxylase activity; F:GO:0016829 F:lyase activity; F:GO:0016830 F:carbon-carbon lyase activity; F:GO:0016831 F:carboxy-lyase activity; P:GO:0019752 P:carboxylic acid metabolic process; F:GO:0030170 F:pyridoxal phosphate binding
NGJCOJPH_00060	Argininosuccinate lyase	461	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004056 F:argininosuccinate lyase activity; C:GO:0005737 C:cytoplasm; P:GO:0006526 P:arginine biosynthetic process; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016829 F:lyase activity; P:GO:0042450 P:arginine biosynthetic process via ornithine
NGJCOJPH_00160	Glutamate N-acetyltransferase (EC 2.3.1.35) @ N-acetylglutamate synthase (EC 2.3.1.1)	409	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004042 F:acetyl-CoA:L-glutamate N-acetyltransferase activity; F:GO:0004358 F:glutamate N-acetyltransferase activity; C:GO:0005737 C:cytoplasm; P:GO:0006526 P:arginine biosynthetic process; P:GO:0008152 P:metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016746 F:transferase activity, transferring acyl groups; F:GO:0103045 F:methione N-acyltransferase activity
NGJCOJPH_01188	alanine transaminase	395	0.0	F:GO:0003824 F:catalytic activity; F:GO:0004021 F:L-alanine:2-oxoglutarate aminotransferase activity; F:GO:0008483 F:transaminase activity; P:GO:0009058 P:biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0030170 F:pyridoxal phosphate binding; P:GO:1901605 P:alpha-amino acid metabolic process
