Gene_id	K
TRINITY_DN26086_c1_g1_i10.p1	K14304
TRINITY_DN2609_c1_g1_i2.p1	K07364
TRINITY_DN26102_c0_g1_i1.p1	K25176
TRINITY_DN2615_c0_g1_i2.p1	K11866
TRINITY_DN2615_c0_g2_i1.p1	K10583
TRINITY_DN26171_c0_g1_i2.p1	K01074
TRINITY_DN26260_c0_g1_i3.p1	K07874
TRINITY_DN26268_c1_g2_i4.p1	K16727
TRINITY_DN26279_c0_g1_i1.p1	K15682
TRINITY_DN26282_c1_g2_i1.p1	K00654
TRINITY_DN262_c3_g1_i5.p1	K12366
TRINITY_DN2630_c0_g1_i1.p2	K02949
TRINITY_DN26317_c0_g1_i8.p1	K11861
TRINITY_DN2631_c0_g2_i1.p1	K19365
TRINITY_DN2632_c1_g1_i3.p1	K12076
TRINITY_DN26337_c0_g1_i2.p1	K14289
TRINITY_DN26349_c0_g1_i3.p1	K16184
TRINITY_DN2635_c0_g1_i6.p1	K00181
TRINITY_DN26364_c0_g1_i5.p1	K12663
TRINITY_DN26374_c0_g1_i9.p1	K13218
TRINITY_DN26374_c0_g3_i1.p1	K16353
TRINITY_DN26374_c2_g1_i1.p1	K00627
TRINITY_DN26398_c0_g1_i4.p1	K10636
TRINITY_DN2639_c0_g1_i1.p1	K26216
TRINITY_DN26400_c0_g2_i1.p1	K11317
TRINITY_DN26414_c0_g2_i1.p1	K11840
TRINITY_DN26427_c0_g2_i2.p1	K08115
TRINITY_DN26431_c1_g1_i2.p1	K15106
TRINITY_DN26449_c3_g1_i1.p1	K18157
TRINITY_DN2645_c0_g1_i4.p1	K18024
TRINITY_DN2647_c0_g1_i86.p1	K18080
TRINITY_DN264_c10_g1_i1.p1	K13886
TRINITY_DN264_c27_g1_i1.p1	K12959
TRINITY_DN26505_c0_g2_i5.p1	K04368
TRINITY_DN2650_c0_g2_i1.p1	K04468
TRINITY_DN2650_c2_g1_i1.p1	K03953
TRINITY_DN26512_c2_g1_i4.p1	K17751
TRINITY_DN26513_c0_g1_i15.p1	K17782
TRINITY_DN26521_c0_g1_i4.p1	K11594
TRINITY_DN26524_c0_g1_i1.p1	K15148
TRINITY_DN2653_c1_g2_i2.p1	K07819
TRINITY_DN2658_c2_g4_i1.p1	K06129
TRINITY_DN265_c0_g1_i5.p1	K06580
TRINITY_DN265_c14_g1_i4.p1	K21437
TRINITY_DN26615_c0_g1_i2.p1	K18914
TRINITY_DN26624_c0_g1_i1.p1	K18405
TRINITY_DN26639_c0_g1_i1.p1	K11127
TRINITY_DN26639_c0_g2_i1.p1	K11127
TRINITY_DN2663_c1_g1_i14.p1	K08803
TRINITY_DN2663_c6_g1_i1.p1	K20359
TRINITY_DN2665_c0_g1_i1.p1	K14443
TRINITY_DN26679_c2_g1_i6.p1	K05125
TRINITY_DN26682_c0_g1_i1.p1	K14312
TRINITY_DN26684_c2_g3_i3.p1	K04508
TRINITY_DN26692_c2_g1_i2.p1	K14026
TRINITY_DN26704_c0_g1_i3.p1	K04077
TRINITY_DN26704_c0_g2_i4.p1	K17503
TRINITY_DN26717_c0_g2_i1.p1	K23388
TRINITY_DN26731_c0_g1_i2.p1	K20403
TRINITY_DN26742_c0_g1_i2.p1	K24628
TRINITY_DN26757_c0_g1_i3.p1	K24135
TRINITY_DN26778_c0_g1_i1.p1	K13513
TRINITY_DN26793_c0_g1_i2.p1	K23010
TRINITY_DN26864_c2_g1_i1.p1	K00671
TRINITY_DN2687_c1_g1_i2.p1	K03386
TRINITY_DN26911_c0_g1_i1.p1	K19600
TRINITY_DN26922_c0_g1_i6.p1	K18723
TRINITY_DN26975_c0_g1_i6.p1	K15026
TRINITY_DN26975_c3_g1_i3.p1	K03107
TRINITY_DN26978_c0_g1_i2.p1	K03714
TRINITY_DN2699_c0_g3_i2.p1	K17266
TRINITY_DN269_c0_g1_i3.p1	K13907
TRINITY_DN26_c0_g1_i2.p1	K05765
TRINITY_DN26_c0_g2_i2.p1	K05765
TRINITY_DN26_c2_g1_i3.p1	K02738
TRINITY_DN2705_c2_g1_i2.p1	K22076
TRINITY_DN27063_c0_g1_i1.p1	K07905
TRINITY_DN27073_c3_g1_i6.p1	K01875
TRINITY_DN27104_c0_g1_i5.p1	K02210
TRINITY_DN27127_c0_g1_i1.p1	K18079
TRINITY_DN27132_c0_g1_i1.p1	K00911
TRINITY_DN27149_c0_g1_i1.p1	K07964
TRINITY_DN27158_c0_g1_i3.p1	K15682
TRINITY_DN27164_c0_g4_i3.p1	K06460
TRINITY_DN27165_c0_g2_i3.p1	K20315
TRINITY_DN27170_c0_g1_i1.p1	K16343
TRINITY_DN27198_c0_g2_i2.p1	K08334
TRINITY_DN27209_c0_g1_i1.p1	K08490
TRINITY_DN2723_c1_g1_i10.p1	K14398
TRINITY_DN27243_c0_g1_i2.p1	K04677
TRINITY_DN27243_c1_g1_i1.p1	K04677
TRINITY_DN27280_c0_g1_i1.p1	K25228
TRINITY_DN27286_c0_g1_i1.p1	K04420
TRINITY_DN27290_c2_g1_i1.p1	K01443
TRINITY_DN2729_c1_g1_i3.p1	K08417
TRINITY_DN27318_c0_g1_i5.p1	K07375
TRINITY_DN27328_c2_g2_i2.p1	K08683
TRINITY_DN27341_c0_g1_i1.p1	K13093
TRINITY_DN27342_c1_g1_i2.p1	K03175
TRINITY_DN2736_c0_g1_i6.p1	K16860
TRINITY_DN27377_c0_g2_i1.p1	K22733
TRINITY_DN27402_c0_g1_i1.p1	K11450
TRINITY_DN27402_c0_g3_i2.p1	K11450
TRINITY_DN27407_c0_g1_i1.p1	K24962
TRINITY_DN27430_c1_g1_i1.p1	K17420
TRINITY_DN27436_c4_g1_i2.p1	K20794
TRINITY_DN27451_c0_g1_i2.p1	K06267
TRINITY_DN27459_c0_g1_i3.p1	K12495
TRINITY_DN27463_c0_g1_i3.p1	K02373
TRINITY_DN27474_c0_g1_i1.p1	K00569
TRINITY_DN2748_c4_g1_i1.p1	K10949
TRINITY_DN27490_c0_g1_i3.p1	K05122
TRINITY_DN27491_c0_g1_i1.p1	K02156
TRINITY_DN27499_c1_g2_i2.p1	K14810
TRINITY_DN2753_c1_g2_i1.p1	K14944
TRINITY_DN27560_c0_g1_i1.p1	K22390
TRINITY_DN27560_c0_g2_i1.p1	K22390
TRINITY_DN27563_c0_g1_i1.p1	K00727
TRINITY_DN2757_c3_g1_i3.p1	K25668
TRINITY_DN27582_c4_g1_i1.p1	K12890
TRINITY_DN27589_c0_g1_i1.p1	K01265
TRINITY_DN27590_c0_g1_i1.p1	K18953
TRINITY_DN27609_c0_g1_i16.p1	K25824
TRINITY_DN2762_c1_g2_i1.p1	K02147
TRINITY_DN2763_c0_g1_i4.p1	K10585
TRINITY_DN27656_c0_g2_i2.p1	K15186
TRINITY_DN27656_c0_g3_i2.p1	K10579
TRINITY_DN2765_c0_g1_i2.p1	K02880
TRINITY_DN27661_c0_g1_i1.p1	K24780
TRINITY_DN2766_c2_g1_i1.p1	K23555
TRINITY_DN27681_c0_g1_i2.p1	K08288
TRINITY_DN2768_c0_g1_i7.p1	K04567
TRINITY_DN276_c3_g1_i1.p1	K04442
TRINITY_DN27708_c0_g1_i1.p1	K00327
TRINITY_DN27715_c0_g1_i1.p1	K07427
TRINITY_DN27716_c0_g1_i4.p1	K11885
TRINITY_DN27720_c3_g1_i2.p1	K09233
TRINITY_DN27722_c0_g1_i1.p1	K10608
TRINITY_DN27730_c3_g1_i1.p1	K09228
TRINITY_DN27740_c2_g1_i1.p1	K25040
TRINITY_DN27750_c0_g1_i4.p1	K08853
TRINITY_DN27766_c0_g1_i2.p1	K20045
TRINITY_DN2776_c0_g1_i5.p1	K06013
TRINITY_DN27779_c0_g1_i2.p1	K01915
TRINITY_DN27783_c0_g1_i2.p1	K11886
TRINITY_DN277_c0_g1_i6.p1	K14352
TRINITY_DN27807_c0_g1_i6.p1	K01062
TRINITY_DN2781_c0_g1_i1.p1	K14610
TRINITY_DN27823_c0_g3_i2.p2	K18708
TRINITY_DN2782_c0_g1_i1.p1	K09228
TRINITY_DN2782_c0_g2_i1.p1	K09228
TRINITY_DN27830_c2_g1_i1.p1	K07830
TRINITY_DN27838_c0_g1_i2.p1	K11875
TRINITY_DN2784_c0_g1_i1.p2	K02915
TRINITY_DN27858_c0_g1_i2.p1	K16685
TRINITY_DN27859_c0_g1_i1.p1	K23844
TRINITY_DN2786_c0_g1_i5.p1	K00731
TRINITY_DN27876_c0_g1_i3.p1	K12185
TRINITY_DN27902_c0_g1_i3.p1	K00949
TRINITY_DN27902_c1_g1_i3.p1	K11153
TRINITY_DN27932_c0_g1_i1.p1	K20307
TRINITY_DN27952_c0_g1_i2.p1	K10408
TRINITY_DN27953_c0_g1_i2.p1	K07427
TRINITY_DN27954_c0_g1_i8.p1	K06699
TRINITY_DN27956_c0_g1_i1.p1	K18211
TRINITY_DN27975_c0_g1_i1.p1	K01759
TRINITY_DN2799_c1_g2_i2.p1	K11415
TRINITY_DN27_c0_g1_i2.p1	K09487
TRINITY_DN28001_c0_g1_i3.p1	K07756
TRINITY_DN28010_c0_g1_i7.p1	K00921
TRINITY_DN28050_c0_g1_i2.p1	K08230
TRINITY_DN28055_c1_g1_i1.p1	K05769
TRINITY_DN28056_c0_g3_i1.p1	K00799
TRINITY_DN2805_c0_g1_i10.p1	K16498
TRINITY_DN28088_c0_g1_i1.p1	K17267
TRINITY_DN2810_c3_g1_i2.p1	K06766
TRINITY_DN28116_c0_g2_i2.p1	K14034
TRINITY_DN28124_c0_g1_i1.p1	K24808
TRINITY_DN28127_c0_g1_i1.p1	K14676
TRINITY_DN28175_c0_g1_i4.p1	K09582
TRINITY_DN28178_c0_g1_i3.p1	K20242
TRINITY_DN2823_c0_g1_i3.p1	K01639
TRINITY_DN2823_c1_g2_i10.p1	K11224
TRINITY_DN28243_c1_g1_i1.p1	K05864
TRINITY_DN28259_c0_g1_i2.p1	K17725
TRINITY_DN28266_c0_g2_i1.p1	K04431
TRINITY_DN2827_c0_g1_i6.p1	K01302
TRINITY_DN2828_c0_g1_i2.p1	K03937
TRINITY_DN28295_c0_g1_i2.p1	K16057
TRINITY_DN28296_c2_g1_i2.p1	K23727
TRINITY_DN2829_c0_g1_i1.p1	K06058
TRINITY_DN28305_c0_g1_i15.p1	K08963
TRINITY_DN28307_c0_g1_i16.p1	K24469
TRINITY_DN28335_c0_g1_i4.p1	K10532
TRINITY_DN2834_c1_g1_i1.p1	K24785
TRINITY_DN2835_c1_g1_i6.p1	K10413
TRINITY_DN28368_c0_g1_i3.p1	K03099
TRINITY_DN28373_c0_g2_i2.p1	K18598
TRINITY_DN28380_c0_g1_i1.p1	K07189
TRINITY_DN2842_c0_g1_i2.p1	K22747
TRINITY_DN28445_c0_g1_i3.p1	K22913
TRINITY_DN28446_c3_g1_i7.p1	K13340
TRINITY_DN28471_c0_g1_i2.p1	K01537
TRINITY_DN28477_c0_g1_i2.p1	K13191
TRINITY_DN284_c6_g1_i1.p1	K01392
TRINITY_DN28542_c3_g1_i1.p2	K09414
TRINITY_DN28550_c0_g1_i4.p1	K23881
TRINITY_DN2855_c0_g1_i2.p1	K01904
TRINITY_DN28560_c0_g1_i5.p1	K25769
TRINITY_DN28572_c0_g1_i4.p1	K17543
TRINITY_DN2857_c0_g1_i1.p1	K03941
TRINITY_DN28581_c0_g1_i3.p1	K13118
TRINITY_DN285_c35_g1_i1.p1	K02208
TRINITY_DN285_c5_g1_i1.p1	K04079
TRINITY_DN28603_c0_g1_i1.p1	K06709
TRINITY_DN2860_c2_g1_i8.p1	K24183
TRINITY_DN28625_c0_g1_i1.p1	K19367
TRINITY_DN28629_c1_g1_i4.p1	K24175
TRINITY_DN28650_c4_g1_i1.p1	K13208
TRINITY_DN28677_c0_g1_i1.p1	K18050
TRINITY_DN28690_c0_g1_i2.p2	K19680
TRINITY_DN28692_c0_g1_i2.p1	K01942
TRINITY_DN286_c3_g1_i4.p1	K04348
TRINITY_DN28719_c0_g1_i1.p1	K03256
TRINITY_DN28738_c0_g1_i2.p1	K24473
TRINITY_DN28740_c3_g1_i2.p1	K14015
TRINITY_DN2874_c0_g1_i18.p1	K14354
TRINITY_DN2875_c11_g1_i1.p1	K02874
TRINITY_DN2875_c1_g1_i2.p1	K20352
TRINITY_DN2875_c2_g2_i1.p1	K18041
TRINITY_DN28768_c1_g1_i4.p1	K14560
TRINITY_DN28769_c0_g1_i2.p1	K14295
TRINITY_DN2876_c3_g2_i2.p1	K20368
TRINITY_DN28772_c0_g1_i1.p1	K03372
TRINITY_DN2877_c0_g1_i2.p1	K05641
TRINITY_DN287_c0_g1_i2.p1	K26099
TRINITY_DN28803_c0_g1_i5.p1	K07203
TRINITY_DN28812_c2_g1_i2.p1	K14718
TRINITY_DN28825_c0_g1_i1.p1	K22381
TRINITY_DN2882_c2_g1_i2.p1	K00049
TRINITY_DN2882_c7_g1_i1.p1	K25757
TRINITY_DN28845_c0_g1_i1.p1	K14724
TRINITY_DN28845_c2_g1_i2.p1	K09420
TRINITY_DN2884_c1_g1_i4.p1	K10576
TRINITY_DN28851_c4_g1_i2.p1	K09532
TRINITY_DN28867_c0_g1_i2.p1	K02832
TRINITY_DN28893_c0_g2_i1.p1	K21407
TRINITY_DN28895_c2_g1_i2.p1	K16729
TRINITY_DN2889_c0_g4_i2.p1	K10356
TRINITY_DN288_c2_g2_i1.p1	K04698
TRINITY_DN28904_c0_g1_i2.p1	K15113
TRINITY_DN2891_c0_g1_i7.p1	K06115
TRINITY_DN28921_c0_g1_i1.p1	K14216
TRINITY_DN2893_c0_g1_i1.p1	K04507
TRINITY_DN2893_c1_g1_i4.p1	K15791
TRINITY_DN2893_c1_g2_i1.p1	K10595
TRINITY_DN28951_c0_g1_i1.p1	K03341
TRINITY_DN28956_c0_g1_i3.p1	K12481
TRINITY_DN28976_c0_g1_i1.p1	K20703
TRINITY_DN28992_c0_g1_i8.p1	K25192
TRINITY_DN289_c0_g2_i2.p1	K11251
TRINITY_DN29000_c0_g2_i1.p1	K06633
TRINITY_DN29003_c0_g1_i13.p1	K12385
TRINITY_DN29007_c0_g1_i3.p1	K09172
TRINITY_DN2900_c0_g1_i18.p1	K15424
TRINITY_DN29017_c0_g1_i1.p1	K24143
TRINITY_DN29022_c3_g2_i1.p1	K24083
TRINITY_DN29030_c2_g1_i1.p1	K13516
TRINITY_DN29066_c1_g1_i1.p1	K21403
TRINITY_DN29072_c0_g2_i3.p1	K11844
TRINITY_DN29080_c1_g2_i1.p1	K01231
TRINITY_DN29088_c0_g1_i1.p1	K04351
TRINITY_DN29125_c0_g1_i1.p1	K20290
TRINITY_DN29137_c0_g1_i1.p1	K04160
TRINITY_DN29139_c0_g1_i1.p1	K09574
TRINITY_DN2914_c2_g1_i1.p1	K02725
TRINITY_DN29156_c0_g1_i1.p1	K00720
TRINITY_DN29159_c0_g1_i1.p1	K02863
TRINITY_DN29186_c0_g1_i2.p1	K22503
TRINITY_DN2918_c0_g1_i3.p1	K07197
TRINITY_DN2920_c0_g1_i6.p1	K00750
TRINITY_DN29212_c0_g1_i2.p1	K08530
TRINITY_DN29262_c1_g1_i2.p1	K08175
TRINITY_DN2926_c0_g1_i19.p1	K03424
TRINITY_DN29274_c1_g1_i2.p1	K08889
TRINITY_DN29280_c0_g1_i1.p1	K02917
TRINITY_DN292_c0_g1_i13.p1	K03236
TRINITY_DN292_c12_g1_i1.p1	K00799
TRINITY_DN292_c4_g1_i1.p1	K07941
TRINITY_DN29315_c0_g1_i2.p1	K09536
TRINITY_DN29316_c1_g1_i1.p1	K01528
TRINITY_DN29322_c4_g1_i1.p1	K10080
TRINITY_DN2932_c0_g1_i2.p1	K05641
TRINITY_DN29348_c1_g5_i2.p1	K02925
TRINITY_DN29368_c0_g1_i3.p1	K18953
TRINITY_DN29379_c0_g1_i9.p1	K22257
TRINITY_DN2938_c0_g1_i3.p1	K01069
TRINITY_DN2939_c0_g2_i8.p1	K03259
TRINITY_DN29468_c0_g1_i2.p1	K04659
TRINITY_DN2950_c0_g1_i8.p1	K10407
TRINITY_DN29517_c0_g1_i2.p1	K21798
TRINITY_DN29517_c0_g3_i1.p1	K21798
TRINITY_DN29521_c0_g1_i1.p1	K15216
TRINITY_DN29523_c0_g1_i1.p1	K22988
TRINITY_DN2954_c2_g1_i2.p1	K00079
TRINITY_DN29556_c0_g1_i3.p1	K13813
TRINITY_DN29561_c0_g1_i1.p1	K07206
TRINITY_DN29577_c1_g1_i1.p1	K13514
TRINITY_DN29589_c0_g1_i1.p1	K04977
TRINITY_DN29604_c0_g1_i1.p1	K15700
TRINITY_DN29608_c0_g1_i1.p1	K23151
TRINITY_DN29621_c0_g1_i8.p1	K04459
TRINITY_DN29623_c2_g1_i1.p1	K10294
TRINITY_DN29636_c0_g1_i3.p1	K18587
TRINITY_DN2963_c0_g1_i2.p1	K02728
TRINITY_DN2963_c2_g1_i1.p1	K25167
TRINITY_DN29656_c0_g1_i2.p1	K17613
TRINITY_DN29663_c0_g2_i1.p1	K15129
TRINITY_DN2970_c0_g3_i2.p1	K05761
TRINITY_DN297_c1_g1_i4.p1	K10365
TRINITY_DN2981_c2_g1_i2.p1	K04729
TRINITY_DN29838_c1_g2_i1.p1	K10481
TRINITY_DN29840_c0_g1_i2.p1	K07611
TRINITY_DN29842_c0_g2_i2.p1	K17926
TRINITY_DN29847_c1_g1_i2.p1	K11540
TRINITY_DN2985_c0_g1_i8.p1	K04354
TRINITY_DN2985_c1_g1_i1.p1	K01565
TRINITY_DN29860_c0_g1_i2.p1	K08810
TRINITY_DN29863_c0_g1_i1.p1	K09104
TRINITY_DN29866_c0_g1_i3.p1	K01611
TRINITY_DN29884_c0_g1_i2.p1	K19748
TRINITY_DN29886_c0_g1_i5.p1	K24222
TRINITY_DN29895_c0_g1_i2.p1	K10685
TRINITY_DN29897_c0_g1_i1.p1	K15183
TRINITY_DN29899_c0_g1_i2.p1	K24228
TRINITY_DN298_c1_g1_i3.p1	K08892
TRINITY_DN2990_c4_g1_i1.p1	K10312
TRINITY_DN29934_c0_g1_i1.p1	K13138
TRINITY_DN29939_c0_g2_i1.p1	K15175
TRINITY_DN29946_c0_g2_i2.p1	K25807
TRINITY_DN29956_c0_g1_i1.p1	K02966
TRINITY_DN29991_c0_g1_i2.p1	K10450
TRINITY_DN29_c0_g3_i1.p1	K09496
TRINITY_DN29_c4_g1_i1.p1	K17266
TRINITY_DN29_c9_g3_i1.p1	K17918
TRINITY_DN30001_c0_g1_i1.p1	K24757
TRINITY_DN30015_c0_g1_i3.p1	K14399
TRINITY_DN30016_c0_g1_i1.p1	K14790
TRINITY_DN30017_c1_g1_i2.p1	K20372
TRINITY_DN30018_c0_g1_i2.p1	K12306
TRINITY_DN3001_c0_g3_i1.p1	K10250
TRINITY_DN30022_c0_g1_i1.p1	K13095
TRINITY_DN30035_c0_g1_i10.p1	K20632
TRINITY_DN30043_c0_g1_i2.p1	K11848
TRINITY_DN3010_c0_g1_i1.p1	K12615
TRINITY_DN30121_c0_g1_i1.p1	K18663
TRINITY_DN3012_c0_g1_i3.p1	K10425
TRINITY_DN30136_c0_g1_i1.p1	K04802
TRINITY_DN3014_c2_g2_i1.p1	K18080
TRINITY_DN30154_c0_g2_i1.p1	K13179
TRINITY_DN3019_c0_g1_i10.p1	K11584
TRINITY_DN30231_c0_g1_i2.p1	K04491
TRINITY_DN30245_c0_g1_i3.p1	K13748
TRINITY_DN30289_c0_g2_i1.p1	K11578
TRINITY_DN302_c1_g1_i1.p1	K10444
TRINITY_DN30308_c0_g1_i11.p1	K13207
TRINITY_DN30308_c1_g1_i1.p1	K02902
TRINITY_DN30328_c0_g1_i1.p1	K19410
TRINITY_DN30329_c0_g1_i1.p1	K11667
TRINITY_DN30337_c0_g1_i1.p1	K23567
TRINITY_DN3034_c1_g1_i1.p1	K14309
TRINITY_DN30354_c0_g1_i1.p1	K00288
TRINITY_DN30362_c0_g1_i2.p1	K04794
TRINITY_DN30370_c0_g1_i1.p1	K11140
TRINITY_DN30386_c0_g1_i2.p1	K01045
TRINITY_DN303_c24_g1_i2.p1	K08495
TRINITY_DN30422_c0_g1_i6.p1	K14286
TRINITY_DN30423_c0_g2_i1.p1	K14829
TRINITY_DN30435_c0_g1_i1.p1	K01412
TRINITY_DN30499_c0_g1_i4.p1	K17653
TRINITY_DN304_c0_g3_i1.p1	K07192
TRINITY_DN304_c1_g1_i11.p1	K08825
TRINITY_DN30536_c0_g1_i1.p1	K00875
TRINITY_DN30546_c0_g2_i8.p1	K04649
TRINITY_DN30551_c0_g1_i1.p1	K21763
TRINITY_DN30557_c0_g1_i1.p1	K11843
TRINITY_DN30570_c0_g1_i2.p1	K20367
TRINITY_DN3057_c0_g1_i3.p1	K13084
TRINITY_DN3057_c0_g3_i1.p1	K13084
TRINITY_DN30586_c0_g1_i3.p1	K11265
TRINITY_DN30586_c0_g2_i1.p1	K11265
TRINITY_DN30597_c0_g1_i1.p1	K19532
TRINITY_DN30602_c0_g1_i1.p1	K12795
TRINITY_DN30609_c0_g1_i2.p1	K01772
TRINITY_DN3060_c1_g1_i1.p1	K02145
TRINITY_DN3060_c9_g1_i1.p1	K15183
TRINITY_DN30621_c0_g1_i6.p1	K20705
TRINITY_DN30655_c0_g1_i2.p1	K06631
TRINITY_DN3066_c0_g1_i7.p1	K07865
TRINITY_DN30739_c0_g1_i1.p1	K21848
TRINITY_DN30757_c0_g1_i3.p1	K20803
TRINITY_DN30773_c1_g1_i4.p1	K21554
TRINITY_DN30776_c0_g1_i1.p1	K22402
TRINITY_DN30779_c1_g1_i2.p1	K04499
TRINITY_DN3078_c0_g2_i5.p1	K06170
TRINITY_DN30792_c0_g1_i2.p1	K23222
TRINITY_DN30793_c0_g1_i1.p1	K01792
TRINITY_DN307_c0_g1_i4.p1	K12026
TRINITY_DN307_c5_g1_i1.p1	K16506
TRINITY_DN30814_c1_g1_i1.p1	K03679
TRINITY_DN3081_c1_g1_i3.p1	K04353
TRINITY_DN3082_c0_g1_i12.p1	K08840
TRINITY_DN30834_c0_g1_i2.p1	K14686
TRINITY_DN30840_c0_g1_i1.p1	K02886
TRINITY_DN30851_c1_g1_i6.p1	K24816
TRINITY_DN30867_c0_g1_i3.p1	K13138
TRINITY_DN30882_c2_g2_i2.p1	K03254
TRINITY_DN30909_c0_g1_i1.p1	K00720
TRINITY_DN30923_c0_g1_i1.p1	K06062
TRINITY_DN30942_c3_g1_i1.p1	K24660
TRINITY_DN30968_c1_g1_i2.p1	K17594
TRINITY_DN30986_c0_g1_i19.p1	K15616
TRINITY_DN309_c6_g1_i1.p1	K18743
TRINITY_DN31025_c0_g1_i1.p1	K22987
TRINITY_DN31054_c0_g2_i1.p1	K24478
TRINITY_DN31061_c0_g1_i5.p1	K19366
TRINITY_DN31076_c0_g1_i1.p1	K13151
TRINITY_DN31094_c2_g1_i2.p1	K22382
TRINITY_DN31141_c0_g1_i1.p1	K14556
TRINITY_DN31148_c1_g1_i1.p1	K13710
TRINITY_DN31170_c0_g1_i2.p1	K01196
TRINITY_DN31182_c0_g1_i4.p1	K14077
TRINITY_DN31194_c3_g1_i1.p1	K03648
TRINITY_DN31197_c1_g1_i7.p1	K03363
TRINITY_DN311_c1_g3_i2.p1	K14686
TRINITY_DN311_c3_g1_i1.p1	K15103
TRINITY_DN311_c4_g1_i8.p1	K25374
TRINITY_DN311_c6_g1_i3.p1	K14000
TRINITY_DN31226_c0_g1_i1.p1	K11420
TRINITY_DN31238_c1_g1_i4.p1	K15451
TRINITY_DN31247_c0_g1_i3.p1	K24963
TRINITY_DN31259_c0_g1_i8.p1	K05701
TRINITY_DN31281_c1_g1_i1.p1	K09407
TRINITY_DN31296_c0_g1_i2.p1	K11493
TRINITY_DN312_c2_g1_i1.p1	K10293
TRINITY_DN31325_c0_g1_i2.p1	K21398
TRINITY_DN31374_c0_g1_i5.p1	K11251
TRINITY_DN31377_c1_g1_i2.p1	K17350
TRINITY_DN3137_c1_g1_i1.p1	K12199
TRINITY_DN3137_c2_g1_i3.p1	K00901
TRINITY_DN31383_c0_g1_i2.p1	K10408
TRINITY_DN31403_c0_g1_i1.p1	K12374
TRINITY_DN31404_c0_g1_i3.p1	K11978
TRINITY_DN31428_c0_g1_i1.p1	K11831
TRINITY_DN31431_c1_g3_i1.p1	K23663
TRINITY_DN31432_c0_g1_i2.p1	K09534
TRINITY_DN31433_c0_g1_i1.p1	K00844
TRINITY_DN31433_c0_g3_i3.p1	K00844
TRINITY_DN31440_c0_g1_i2.p1	K08115
TRINITY_DN31450_c0_g1_i2.p1	K03028
TRINITY_DN3145_c5_g1_i1.p1	K08102
TRINITY_DN3145_c5_g2_i1.p1	K02514
TRINITY_DN31465_c0_g1_i1.p1	K02729
TRINITY_DN31475_c1_g2_i8.p1	K00873
TRINITY_DN314_c0_g1_i10.p1	K01464
TRINITY_DN3150_c0_g1_i3.p1	K15335
TRINITY_DN3150_c2_g1_i2.p1	K15335
TRINITY_DN31553_c5_g1_i1.p1	K12859
TRINITY_DN31558_c3_g2_i1.p1	K06130
TRINITY_DN3156_c0_g1_i1.p1	K12858
TRINITY_DN31572_c0_g1_i1.p1	K15376
TRINITY_DN31609_c0_g1_i2.p1	K24155
TRINITY_DN3161_c0_g1_i1.p1	K22755
TRINITY_DN31629_c0_g1_i3.p1	K14798
TRINITY_DN3162_c0_g1_i11.p1	K15690
TRINITY_DN31639_c0_g1_i1.p1	K14410
TRINITY_DN31646_c0_g1_i1.p1	K14289
TRINITY_DN31652_c0_g1_i4.p1	K10350
TRINITY_DN31655_c0_g1_i1.p1	K14399
TRINITY_DN31657_c0_g1_i15.p1	K02353
TRINITY_DN31680_c0_g1_i2.p1	K14571
TRINITY_DN31685_c2_g1_i1.p1	K12186
TRINITY_DN31727_c0_g1_i6.p1	K08883
TRINITY_DN31734_c0_g1_i1.p1	K23960
TRINITY_DN3174_c0_g1_i2.p1	K15040
TRINITY_DN31789_c0_g1_i2.p1	K10712
TRINITY_DN31789_c1_g1_i2.p1	K08337
TRINITY_DN31793_c4_g1_i1.p1	K25815
TRINITY_DN317_c0_g1_i1.p1	K19876
TRINITY_DN3180_c0_g1_i2.p1	K05929
TRINITY_DN3182_c2_g1_i4.p1	K15015
TRINITY_DN31839_c0_g1_i1.p1	K11765
TRINITY_DN3183_c5_g1_i3.p1	K13049
TRINITY_DN3186_c1_g1_i10.p1	K23860
TRINITY_DN31883_c1_g2_i1.p1	K06275
TRINITY_DN31907_c0_g1_i4.p1	K11801
TRINITY_DN31923_c0_g2_i4.p1	K20409
TRINITY_DN31925_c0_g1_i1.p1	K03661
TRINITY_DN31942_c0_g1_i1.p1	K12849
TRINITY_DN31958_c0_g1_i3.p1	K02677
TRINITY_DN31966_c0_g1_i1.p1	K03252
TRINITY_DN31982_c2_g1_i3.p1	K09329
TRINITY_DN31988_c0_g1_i2.p1	K12470
TRINITY_DN3198_c0_g1_i2.p1	K10358
TRINITY_DN31991_c0_g1_i1.p1	K14157
TRINITY_DN3200_c1_g1_i1.p1	K23611
TRINITY_DN32015_c0_g1_i1.p1	K13101
TRINITY_DN3204_c1_g1_i1.p1	K00948
TRINITY_DN32076_c0_g1_i2.p1	K22371
TRINITY_DN32093_c0_g1_i2.p1	K01125
TRINITY_DN32099_c0_g1_i9.p1	K08835
TRINITY_DN320_c4_g1_i6.p1	K18343
TRINITY_DN32102_c2_g1_i1.p1	K06974
TRINITY_DN32109_c0_g2_i1.p1	K11089
TRINITY_DN32114_c0_g1_i3.p1	K18271
TRINITY_DN32138_c3_g1_i2.p1	K06238
TRINITY_DN3218_c2_g1_i9.p1	K14445
TRINITY_DN32196_c0_g2_i2.p1	K12619
TRINITY_DN32197_c0_g2_i2.p1	K25805
